Members,Associated Albums,Date,Tour,Unnamed: 4,City ,State,Country,Continent,Venue,Suffix,Legs,Lineup,Signed Under,Unnamed: 14,location_string,latitude,longitude,ShowDate,Time
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-08-23,,,Reading ,,UK,Euope,"Reading Festival, Little John's Farm",Festival,1.0,,,,"Reading , nan, UK",54.9806804,-1.4286906,2013-08-23,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-08-24,The Save Rock and Roll Tour,,Glasgow,,UK,Euope,02 Academy ,,1.0,,,,"Glasgow, nan, UK",55.5023054,-4.5775966,2013-08-24,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-08-25,,,Leeds ,,UK,Euope,Reading + Leeds,,1.0,,,,"Leeds , nan, UK",50.911869,-1.4042337,2013-08-25,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-05,The Save Rock and Roll Tour,,Uncasville,CT,USA,North America,Mohegan Sun,,1.0,,,,"Uncasville, CT, USA",41.4346637,-72.109987,2013-09-05,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-06,The Save Rock and Roll Tour,,Lowell,MA,USA,North America,Tsongas Arena,,1.0,,,,"Lowell, MA, USA",42.6414437,-71.3085329,2013-09-06,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-07,The Save Rock and Roll Tour,,Brooklyn ,NY,USA,North America,Barclays Center,,1.0,,,,"Brooklyn , NY, USA",40.6526006,-73.9497211,2013-09-07,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-08,The Save Rock and Roll Tour,,Philadelphia,PA,USA,North America,Liacouras Center,,1.0,,,,"Philadelphia, PA, USA",39.9527237,-75.1635262,2013-09-08,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-10,The Save Rock and Roll Tour,,Fairfax,VA,USA,North America,Patriot Center,,1.0,,,,"Fairfax, VA, USA",38.8462236,-77.3063733,2013-09-10,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-11,The Save Rock and Roll Tour,,Cleveland,OH,USA,North America,Wolstein Center,,1.0,,,,"Cleveland, OH, USA",41.4996574,-81.6936772,2013-09-11,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-14,,,Columbus ,OH,USA,North America,Breakaway Festival,Festival,1.0,,,,"Columbus , OH, USA",39.9622601,-83.0007065,2013-09-14,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-14,The Save Rock and Roll Tour,,Auburn Hills,MI,USA,North America,Palace of Auburn Hills,,1.0,,,,"Auburn Hills, MI, USA",42.6875323,-83.2341028,2013-09-14,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-15,,,Vancouver,BC,Canada,North America,"Commodoro Ballroom, EB Games Management Conference (Approx. Date)",,1.0,,,,"Vancouver, BC, Canada",49.2608724,-123.113952,2013-09-15,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-15,The Save Rock and Roll Tour,,Toronto,ON,Canada,North America,Echo Beach at Molson Canadian Amphitheatre,,1.0,,,,"Toronto, ON, Canada",43.6534817,-79.3839347,2013-09-15,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-18,The Save Rock and Roll Tour,,Broomfield,CT,USA,North America,First Bank Center,,1.0,,,,"Broomfield, CT, USA",39.9403995,-105.05208,2013-09-18,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-20,The Save Rock and Roll Tour,,Anaheim ,CA,USA,North America,Honda Center,,1.0,,,,"Anaheim , CA, USA",33.8347516,-117.911732,2013-09-20,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-21,,,Las Vegas,NV,USA,North America,iHeart Radio Village,Radio Station,1.0,,,,"Las Vegas, NV, USA",36.1674263,-115.1484131,2013-09-21,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-21,,,San Francisco,CA,USA,North America,America's Cup Pavilion,,1.0,,,,"San Francisco, CA, USA",37.7879363,-122.4075201,2013-09-21,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-22,The Save Rock and Roll Tour,,San Diego,CA,USA,North America,Valley View Casino Center,,1.0,,,,"San Diego, CA, USA",32.7174202,-117.162772,2013-09-22,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-25,The Save Rock and Roll Tour,,The Woodlands,TX,USA,North America,CynthiaWoods Mitchell Pavilion,,1.0,,,,"The Woodlands, TX, USA",30.1734194,-95.504686,2013-09-25,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-26,The Save Rock and Roll Tour,,Grand Prairie,TX,USA,North America,Verizon Theatre at Grand Prairie,,1.0,,,,"Grand Prairie, TX, USA",32.7459645,-96.9977846,2013-09-26,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-27,,,Memphis,TN,USA,North America,Mud Island Amphitheater,,1.0,,,,"Memphis, TN, USA",35.1460249,-90.0517638,2013-09-27,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-28,The Save Rock and Roll Tour,,Alpharetta,GA,USA,North America,Verizon Wireless Amphitheatre at Encore,,1.0,,,,"Alpharetta, GA, USA",34.0755962,-84.2945964,2013-09-28,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-09-29,The Save Rock and Roll Tour,,Tampa,FL,USA,North America,USF Sun Done,,1.0,,,,"Tampa, FL, USA",27.9449854,-82.4583107,2013-09-29,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-03,,,Syracuse,NY,USA,North America,Goldstein Auditorium,,1.0,,,,"Syracuse, NY, USA",43.0481221,-76.1474244,2013-10-03,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-04,,,Norfolk,VA,USA,North America,ODU Homecoming,,1.0,,,,"Norfolk, VA, USA",36.8493695,-76.2899539,2013-10-04,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-05,,,Washington,DC,USA,North America,Georgetown University,University,1.0,,,,"Washington, DC, USA",38.8950368,-77.0365427,2013-10-05,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-06,The Save Rock and Roll Tour,,Towson,MD,USA,North America,SECU Arena,,1.0,,,,"Towson, MD, USA",39.3964591,-76.6148148,2013-10-06,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-17,102.9 The Buzz,,Nashville,TN,USA,North America,102.9 The Buzz,Radio Station,1.0,,,,"Nashville, TN, USA",36.1622767,-86.7742984,2013-10-17,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-17,Trip for Concerts Autumn 2013,,Nashville,TN,USA,North America,Cannery Ballroom,,1.0,,,,"Nashville, TN, USA",36.1622767,-86.7742984,2013-10-17,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-18,105.7 The Point,,St Louis,MO,USA,North America,105.7 The Point,Radio Station,1.0,,,,"St Louis, MO, USA",38.6254063,-90.190009,2013-10-18,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-18,Trip for Concerts Autumn 2013,,St Louis,MO,USA,North America,Pageant,,1.0,,,,"St Louis, MO, USA",38.6254063,-90.190009,2013-10-18,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-19,Trip for Concerts Autumn 2013,,Indianapolis,IN,USA,North America,The Deluxe,,1.0,,,,"Indianapolis, IN, USA",39.7683331,-86.1583502,2013-10-19,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-20,Trip for Concerts Autumn 2013,,Minneapolis,MN,USA,North America,Varsity Theater,,1.0,,,,"Minneapolis, MN, USA",44.9772995,-93.2654692,2013-10-20,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-22,Trip for Concerts Autumn 2013,,Milwaukee,WI,USA,North America,Rave II,,1.0,,,,"Milwaukee, WI, USA",43.0386475,-87.9090751,2013-10-22,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-24,Trip for Concerts Autumn 2013,,Grand Rapids,MI,USA,North America,Intersection,,1.0,,,,"Grand Rapids, MI, USA",42.9632425,-85.6678639,2013-10-24,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-25,Trip for Concerts Autumn 2013,,Cincinnati,OH,USA,North America,Bogart's,,1.0,,,,"Cincinnati, OH, USA",39.1014537,-84.5124602,2013-10-25,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-26,Trip for Concerts Autumn 2013,,Cincinnati,OH,USA,North America,Bogart's,,1.0,,,,"Cincinnati, OH, USA",39.1014537,-84.5124602,2013-10-26,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-27,Trip for Concerts Autumn 2013,,Las Vegas,NV,USA,North America,Life is Beautiful Festival,Festival,1.0,,,,"Las Vegas, NV, USA",36.1674263,-115.1484131,2013-10-27,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-29,Trip for Concerts Autumn 2013,,Lawrence,KS,USA,North America,Granada Theater,,1.0,,,,"Lawrence, KS, USA",38.9719137,-95.2359403,2013-10-29,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-10-30,Trip for Concerts Autumn 2013,,Omaha,NE,USA,North America,Waiting Room,,1.0,,,,"Omaha, NE, USA",41.2587459,-95.9383758,2013-10-30,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-01,Trip for Concerts Autumn 2013,,Denver ,CO,USA,North America,Blueburd Theater,,1.0,,,,"Denver , CO, USA",39.7392364,-104.984862,2013-11-01,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-02,Trip for Concerts Autumn 2013,,Salt Lake City,UT,USA,North America,Club Sound,,1.0,,,,"Salt Lake City, UT, USA",40.7596198,-111.886797,2013-11-02,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-04,Trip for Concerts Autumn 2013,,Vancouver,BC,Canada,North America,The Venue  ,,1.0,,,,"Vancouver, BC, Canada",49.2608724,-123.113952,2013-11-04,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-05,Trip for Concerts Autumn 2013,,Seattle,WA,USA,North America,Neptune,,1.0,,,,"Seattle, WA, USA",47.6038321,-122.330062,2013-11-05,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-07,Trip for Concerts Autumn 2013,,San Francisco,CA,USA,North America,The Independent,,1.0,,,,"San Francisco, CA, USA",37.7879363,-122.4075201,2013-11-07,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-08,Trip for Concerts Autumn 2013,,Ventura,CA,USA,North America,The Ventura,,1.0,,,,"Ventura, CA, USA",34.2783355,-119.293174,2013-11-08,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-09,Trip for Concerts Autumn 2013,,San Diego,CA,USA,North America,House of Blues,,1.0,,,,"San Diego, CA, USA",32.7174202,-117.162772,2013-11-09,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-10,Trip for Concerts Autumn 2013,,Anaheim ,CA,USA,North America,House of Blues,,1.0,,,,"Anaheim , CA, USA",33.8347516,-117.911732,2013-11-10,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-12,Trip for Concerts Autumn 2013,,Phoenix,AZ,USA,North America,Crescent Ballroom,,1.0,,,,"Phoenix, AZ, USA",33.4484367,-112.074141,2013-11-12,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-14,,,Dallas ,TX,USA,North America,Mazda Music Lounge,,1.0,,,,"Dallas , TX, USA",32.7762719,-96.7968559,2013-11-14,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-14,Trip for Concerts Autumn 2013,,Dallas ,TX,USA,North America,House of Blues,,1.0,,,,"Dallas , TX, USA",32.7762719,-96.7968559,2013-11-14,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-15,Trip for Concerts Autumn 2013,,Houston,TX,USA,North America,House of Blues,,1.0,,,,"Houston, TX, USA",29.7589382,-95.3676974,2013-11-15,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-16,Trip for Concerts Autumn 2013,,Austin ,TX,USA,North America,Emo's,,1.0,,,,"Austin , TX, USA",30.2711286,-97.7436995,2013-11-16,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-19,Trip for Concerts Autumn 2013,,Jacksonville,FL,USA,North America,Freebird Live,,1.0,,,,"Jacksonville, FL, USA",30.3321838,-81.655651,2013-11-19,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-20,Trip for Concerts Autumn 2013,,Fort Lauderdale,FL,USA,North America,Revolution,,1.0,,,,"Fort Lauderdale, FL, USA",26.1223084,-80.1433786,2013-11-20,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-21,Trip for Concerts Autumn 2013,,Tampa,FL,USA,North America,The Ritz Ybor,,1.0,,,,"Tampa, FL, USA",27.9449854,-82.4583107,2013-11-21,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-22,Trip for Concerts Autumn 2013,,Lake Buena Vista ,FL,USA,North America,House of Blues,,1.0,,,,"Lake Buena Vista , FL, USA",28.3716746,-81.5239625,2013-11-22,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-23,Trip for Concerts Autumn 2013,,Atlanta ,GA,USA,North America,Center Stage Theater,,1.0,,,,"Atlanta , GA, USA",33.7544657,-84.3898151,2013-11-23,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-25,Trip for Concerts Autumn 2013,,Washington,DC,USA,North America,9:30 Club,,1.0,,,,"Washington, DC, USA",38.8950368,-77.0365427,2013-11-25,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-26,Trip for Concerts Autumn 2013,,Philadelphia,PA,USA,North America,Theatre of Living Arts,,1.0,,,,"Philadelphia, PA, USA",39.9527237,-75.1635262,2013-11-26,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-27,Trip for Concerts Autumn 2013,,Cleveland,OH,USA,North America,House of Blues,,1.0,,,,"Cleveland, OH, USA",41.4996574,-81.6936772,2013-11-27,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-29,Trip for Concerts Autumn 2013,,Chicago,IL,USA,North America,House of Blues,,1.0,,,,"Chicago, IL, USA",41.8755616,-87.6244212,2013-11-29,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-11-30,Trip for Concerts Autumn 2013,,Detroit ,MI,USA,North America,Fillmore,,1.0,,,,"Detroit , MI, USA",42.3315509,-83.0466403,2013-11-30,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-12-01,Trip for Concerts Autumn 2014,,Pittsburgh,PA,USA,North America,Stage AE,,1.0,,,,"Pittsburgh, PA, USA",40.4406968,-80.0025666,2013-12-01,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-12-03,Trip for Concerts Autumn 2014,,Boston ,MA,USA,North America,Paradise Rock Club,,1.0,,,,"Boston , MA, USA",42.3588336,-71.0578303,2013-12-03,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-12-04,,,New York City,NY,USA,North America,VH1's Big Morning Buzz Live,TV,1.0,,,,"New York City, NY, USA",40.7127281,-74.0060152,2013-12-04,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-12-04,Trip for Concerts Autumn 2014,,New York City,NY,USA,North America,Irving Plaza,,1.0,,,,"New York City, NY, USA",40.7127281,-74.0060152,2013-12-04,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-12-05,Trip for Concerts Autumn 2014,,New York City,NY,USA,North America,Irving Plaza,,1.0,,,,"New York City, NY, USA",40.7127281,-74.0060152,2013-12-05,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-12-06,Trip for Concerts Autumn 2014,,Villanova,PA,USA,North America,Jake Nevin Field House,,1.0,,,,"Villanova, PA, USA",40.0373323,-75.3490769,2013-12-06,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-12-14,Trip for Concerts Autumn 2014,,Richmond,VA,USA,North America,XL102 Miracle on Broad St,,1.0,,,,"Richmond, VA, USA",37.5385087,-77.43428,2013-12-14,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2013-12-16,,,Baltimore,MD,USA,North America,Rams Head Live,,1.0,,,,"Baltimore, MD, USA",39.2908816,-76.610759,2013-12-16,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-01-09,,,,,Australia,Oceania,Sunrise live (approx. date),,1.0,,,,"nan, nan, Australia",-35.2965236,149.1295736,2014-01-09,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-01-09,Paramore Tour,,Brisbane,,Australia,Oceania,Brisbane Entertainment Centre,,1.0,,,,"Brisbane, nan, Australia",-33.7805396,151.1127787,2014-01-09,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-01-11,Paramore Tour,,Sydney,,Australia,Oceania,Allphones Area,,1.0,,,,"Sydney, nan, Australia",-33.8698439,151.2082848,2014-01-11,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-01-12,Paramore Tour,,Melbourne Vic,,Australia,Oceania,Meyer Music Bowl,,1.0,,,,"Melbourne Vic, nan, Australia",-37.8688729,145.2126338,2014-01-12,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-01-14,Paramore Tour,,Adelaide,,Australia,Oceania,Adelaide Entertainment Centre,,1.0,,,,"Adelaide, nan, Australia",-34.9281805,138.5999312,2014-01-14,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-01-16,Paramore Tour,,Perth,,Australia,Oceania,Perth Arena,,1.0,,,,"Perth, nan, Australia",-33.7801224,151.1122066,2014-01-16,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-01-19,Paramore Tour,,Auckland Central,,New Zealand,Oceania,Vector Arena,,1.0,,,,"Auckland Central, nan, New Zealand",-36.853153,174.6372284,2014-01-19,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-01-24,,,Ewing ,NJ,USA,North America,Kendall Hall TCNJ,,1.0,,,,"Ewing , NJ, USA",40.2688105,-74.8006895,2014-01-24,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-01-25,,,Philadelphia,PA,USA,North America,Winter Jam 2014,,1.0,,,,"Philadelphia, PA, USA",39.9527237,-75.1635262,2014-01-25,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-01-26,,,Mechanicsburg,PA,USA,North America,Messiah College,,1.0,,,,"Mechanicsburg, PA, USA",40.2101972,-77.0047276,2014-01-26,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-04,Trip for Concerts Winter 2014 European Tour,,Stockholm,,Sweden,Europe,Klubben,,1.0,,,,"Stockholm, nan, Sweden",58.7924739,16.914041,2014-02-04,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-06,Trip for Concerts Winter 2014 European Tour,,Copenhagen ,,Denmark,Europe,Little Bega,,1.0,,,,"Copenhagen , nan, Denmark",55.7350891,9.1288507,2014-02-06,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-11,,,London,,UK,Europe,Stop/watch on VH1 (approx date),TV,1.0,,,,"London, nan, UK",52.1117555,0.1712205,2014-02-11,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-13,Trip for Concerts Winter 2014 European Tour,,Amsterdam,,Netherlands,Europe,Melkweg,,1.0,,,,"Amsterdam, nan, Netherlands",52.099086,4.2969797,2014-02-13,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-15,Trip for Concerts Winter 2014 European Tour,,Paris,,France,Europe,Nouveau Casino,,1.0,,,,"Paris, nan, France",47.2490799,-1.5210393,2014-02-15,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-17,Trip for Concerts Winter 2014 European Tour,,Brighton ,,UK,Europe,The Haunt,,1.0,,,,"Brighton , nan, UK",50.9176756,-1.403802,2014-02-17,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-18,Trip for Concerts Winter 2014 European Tour,,Oxford,,UK,Europe,)2 Academy 2,,1.0,,,,"Oxford, nan, UK",51.7534512,-1.2699542,2014-02-18,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-21,Trip for Concerts Winter 2014 European Tour,,Manchester ,,UK,Europe,Academy 2,,1.0,,,,"Manchester , nan, UK",51.7556011,-1.2522769,2014-02-21,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-22,Trip for Concerts Winter 2014 European Tour,,Leeds,,UK,Europe,Cockpit,,1.0,,,,"Leeds, nan, UK",50.911869,-1.4042337,2014-02-22,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-23,Trip for Concerts Winter 2014 European Tour,,Glasgow,,UK,Europe,King Tut's,,1.0,,,,"Glasgow, nan, UK",55.5023054,-4.5775966,2014-02-23,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-25,Trip for Concerts Winter 2014 European Tour,,Bristol,,UK,Europe,Thekia,,1.0,,,,"Bristol, nan, UK",52.6476493,1.1990936,2014-02-25,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-26,Trip for Concerts Winter 2014 European Tour,,Portsmouth,,UK,Europe,Wedegwood Rooms,,1.0,,,,"Portsmouth, nan, UK",50.8953262,-1.3616516,2014-02-26,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-02-27,Trip for Concerts Winter 2014 European Tour,,London,,UK ,Europe,Heaven,,1.0,,,,"London, nan, UK ",52.1117555,0.1712205,2014-02-27,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-03-02,Trip for Concerts Winter 2014 European Tour,,Belfast,,UK,Europe,Oh Yea Centre,,1.0,,,,"Belfast, nan, UK",54.5964356,-5.9295068,2014-03-02,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-03-28,,,Mexico City,,Mexico,North America,VIVE LATINO 2014,,1.0,,,,"Mexico City, nan, Mexico",22.8830834,-109.9144777,2014-03-28,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-03,Trip for Concerts Spring 2014,,Knoxville ,TN,USA,North America,Bijou Theatre,,1.0,,,,"Knoxville , TN, USA",35.9603948,-83.9210261,2014-04-03,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-04,Trip for Concerts Spring 2014,,Louisville,KY,USA,North America,Bellarmine University,University,1.0,,,,"Louisville, KY, USA",38.2542376,-85.759407,2014-04-04,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-05,Trip for Concerts Spring 2014,,Cincinnati,OH,USA,North America,University of Cincinnati,University,1.0,,,,"Cincinnati, OH, USA",39.1014537,-84.5124602,2014-04-05,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-06,Trip for Concerts Spring 2014,,Charlotte,NC,USA,North America,The Fillmore,,1.0,,,,"Charlotte, NC, USA",35.2272086,-80.8430827,2014-04-06,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-08,Trip for Concerts Spring 2014,,Carrboro,NC,USA,North America,Cat's Cradle,,1.0,,,,"Carrboro, NC, USA",35.9099875,-79.0752876,2014-04-08,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-10,Trip for Concerts Spring 2014,,Atlanta ,GA,USA,North America,The Tabernacle,,1.0,,,,"Atlanta , GA, USA",33.7544657,-84.3898151,2014-04-10,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-11,,,Nashville,TN,USA,North America,Rites of Spring Music Festival,Festival,1.0,,,,"Nashville, TN, USA",36.1622767,-86.7742984,2014-04-11,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-13,,,Los Angeles,CA,USA,North America,MTV Movie Awards,TV,1.0,,,,"Los Angeles, CA, USA",34.0536909,-118.242766,2014-04-13,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-14,Trip for Concerts Spring 2014,,Columbia,MO,USA,North America,The Blue Note,,1.0,,,,"Columbia, MO, USA",38.951883,-92.3337366,2014-04-14,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-16,Trip for Concerts Spring 2014,,Madison,WI,USA,North America,Majestic Theatre,,1.0,,,,"Madison, WI, USA",43.07469,-89.3841663,2014-04-16,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-17,Trip for Concerts Spring 2014,,Minneapolis,MN,USA,North America,Skyway Theatre,,1.0,,,,"Minneapolis, MN, USA",44.9772995,-93.2654692,2014-04-17,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-18,Trip for Concerts Spring 2014,,Chicago,IL,USA,North America,Riviera Theatre,,1.0,,,,"Chicago, IL, USA",41.8755616,-87.6244212,2014-04-18,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-19,,,Indianapolis,IN,USA,North America,Karma Records Store,,1.0,,,,"Indianapolis, IN, USA",39.7683331,-86.1583502,2014-04-19,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-19,Trip for Concerts Spring 2014,,Indianapolis,IN,USA,North America,The Egyptian Room ,,1.0,,,,"Indianapolis, IN, USA",39.7683331,-86.1583502,2014-04-19,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-21,Trip for Concerts Spring 2014,,Toronto,ON,Canada,North America,The Opera House,,1.0,,,,"Toronto, ON, Canada",43.6534817,-79.3839347,2014-04-21,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-22,Trip for Concerts Spring 2014,,Buffalo,NY,USA,North America,Town Ballroom,,1.0,,,,"Buffalo, NY, USA",42.8864163,-78.8781493,2014-04-22,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-24,Trip for Concerts Spring 2014,,Boston ,MA,USA,North America,House of Blues,,1.0,,,,"Boston , MA, USA",42.3588336,-71.0578303,2014-04-24,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-27,Trip for Concerts Spring 2014,,Wallingford,CT,USA,North America,The Dome at Oakdale Theatre,,1.0,,,,"Wallingford, CT, USA",41.4564233,-72.8239356,2014-04-27,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-28,,,New York City,NY,USA,North America,Late Night with Seth Meyers,TV,1.0,,,,"New York City, NY, USA",40.7127281,-74.0060152,2014-04-28,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-29,Trip for Concerts Spring 2014,,Huntington ,NY,USA,North America,The Paramount,,1.0,,,,"Huntington , NY, USA",40.868154,-73.425676,2014-04-29,2026-01-09
"Tyler Joseph, Josh Dun",Regional at Best  ,2014-04-30,Trip for Concerts Spring 2014,,Sayreville,NJ,USA,North America,Starland Ballroom,,1.0,,,,"Sayreville, NJ, USA",40.4635362,-74.3618499,2014-04-30,2026-01-09
